项目名称,除外内容,编码,计价单位,一级机构价格,id,说明,财务分类,项目内涵
肛周护理,所定价格涵盖核对信息、准备、观察肛周皮肤黏膜、清洁，涂药或湿敷等所需的人力资源和基本物质资源消耗。,011303000030000,次,6.4 ,6486,已包含在特级护理、Ⅰ级护理及重症监护护理价格构成中，不得重复收取此项收费；在为患者提供Ⅱ级护理、Ⅲ级护理，且同时提供肛周护理的，可按“次”据实收费。,F,指为肛周脓肿、大便失禁等患者进行的肛周护理。
"置管护理
（深静脉/动脉）",所定价格涵盖导管状态评估、管路疏通、封管，必要时更换输液接头等所需的人力资源和基本物质资源消耗。不含创口换药。,011303000040000,管·日,5.6 ,6487,"1.深静脉置管包括中心静脉导管(CVC)、经外周静脉置入的中心静脉导管(PICC)、输液港(PORT）等。
2.外周静脉置管护理含在注射费价格构成中，不单独计费。",F,对深静脉置管/动脉置管管路实施维护，使管路维持正常功能。
气管插管护理,所定价格涵盖监测并记录导管深度与气囊压力、气道给药及气囊管理、清理导管污物、更换牙垫及固定物，必要时行撤机拔管前评估（含人工气囊压力测定及连续测定、自主呼吸试验、气囊漏气试验、咳嗽风流速试验）等所需的人力资源和基本物质资源消耗。不含吸痰。,011303000050000,日,48 ,6488,,F,对气管插管实施维护，维持正常通气功能。
气管切开护理,所定价格涵盖观察气切周围皮肤、套管取出清洁并消毒或更换套管、更换敷料及固定物，必要时行气道给药等所需的人力资源和基本物质资源消耗。不含吸痰。,011303000060000,日,48 ,6489,,F,对气管切开套管（含经皮气切插管）实施维护，维持正常通气功能。
引流管护理,所定价格涵盖观察引流液性状及记量、检查引流管位置并固定、冲洗、更换引流袋等所需的人力资源和基本物质资源消耗。不含创口换药。,011303000070000,管·日,5.6 ,6490,,F,对各种引流管路（含尿管、胃肠减压管路等）实施维护，保持引流通畅。
引流管护理-闭式引流护理（加收）,,011303000070001,管·日,4 ,6491,指颅内闭式引流护理、胸腔闭式引流护理,F,
肠内营养输注护理,所定价格涵盖患者肠内营养期间，评估病情、固定/冲洗管路、观察管路和患者腹部体征及排泄情况、心理护理、健康教育等所需的人力资源和基本物质资源消耗。不含创口换药。,011303000080000,日,4.8 ,6492,,F,指经鼻胃/肠管、造瘘等途径灌注药物或要素饮食的患者的护理。
造口/造瘘护理,所定价格涵盖造口评估、观察排泄物/分泌物性状、清洁造口及周围皮肤、定期更换造口装置、心理护理、造口/造瘘护理健康指导等所需的人力资源和基本物质资源消耗。不含创口换药。,011303000090000,每造口/每造瘘·日,16 ,6493,,F,指对造口/造瘘实施维护，维持患者排泄通畅的护理。
压力性损伤护理,所定价格涵盖评估患者病情及配合程度、评估压疮分级和危险因素、协助患者取适当体位、采用敷料等支撑面减压保护、定时翻身、协助患者恢复舒适体位、处理用物、记录、健康教育及心理护理。必要时进行创面抗感染、渗液管理和周围皮肤保护等所需的人力资源和基本物质资源消耗。不含换药。,011303000100000,日,10.4 ,6494,,F,指对有压力性损伤风险或已出现压力性损伤患者，实施预防或护理。
免陪照护服务,所定价格涵盖生活照顾等所需的人力资源和基本物质资源消耗。,011303000110000,日,112,6495,"1.指在特级护理、I级护理服务的基础上同时开展免陪照护服务的，可在特级护理、I级护理收费的同时，加收该项目收费；本项目价格为一对三服务价格。
2.免陪照护患者家庭根据自身需要自行雇佣护理员，通过市场化解决，不属于医疗服务价格项目管理范畴。
3.个性化服务加收指向患者及家庭提供外语、方言等服务或其他满足患者及家庭个性化需求、改善就医体验的增值服务，由医院自主定价。",F,指公立医疗机构提供的服务事项，指在没有家属和护工参与的情况下，完全由护士、护理员承担患者全部生活护理。
X线摄影成像,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010010000,部位·体位,40,6496,同一次检查，每部位第二个、第三个体位各按50%收费，同一部位三个以上体位按三个体位收费。,D,通过X线摄影（含数字化），实现对患者投照部位的定位、X线成像及分析。
X线摄影成像-床旁X线摄影（加收）,,012301010010001,次,26.4,6497,1.“床旁X线摄影”指患者因病情无法前往检查科室，需在病床旁完成X线摄影；2.在同一次检查中，无论多少部位仅加收一次。,D,通过床旁X线摄影（含数字化），实现对患者投照部位的定位、X线成像。
X线摄影成像-动态X线摄影（加收）,,012301010010011,次,35.2,6498,,D,通过动态X线摄影（含数字化），实现对患者投照部位的定位、X线成像及分析。
X线摄影成像-影像拼接成像（加收）,,012301010010021,次,35.2,6499,“影像拼接成像”指双下肢、脊柱全长等的X线摄影成像。,D,通过X线摄影（含数字化），实现对患者投照部位的定位、X线成像拼接及分析。
X线摄影成像-人工智能辅助诊断（扩展）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010010100,部位·体位,40,6500,,D,通过X线摄影（含数字化），实现对患者投照部位的定位、X线成像及分析。
X线摄影成像-口腔曲面体层成像（扩展）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010011100,部位·体位,40,6501,,D,通过X线摄影（含数字化），实现口腔曲面体层成像。
X线摄影成像（牙片）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010020000,部位,8,6502,部位的定义为：切牙、前磨牙和磨牙，以两个牙位为一个部位；尖牙，以单牙位为一个部位。,D,通过X线摄影（含数字化），实现对范围牙齿的X线成像及分析。
X线摄影成像（牙片）-人工智能辅助诊断（扩展）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010020100,部位,8,6503,,D,通过X线摄影（含数字化），实现对范围牙齿的X线成像及分析。
X线摄影成像（乳腺）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010030000,单侧,61.6,6504,,D,通过X线摄影（含数字化），实现患者的乳腺X线成像及分析。
X线摄影成像（乳腺）-人工智能辅助诊断（扩展）,所定价格涵盖摆位、摄影、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010030100,单侧,61.6,6505,,D,通过X线摄影（含数字化），实现患者的乳腺X线成像及分析。
X线造影成像,所定价格涵盖摆位、对比剂引入、观察、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010040000,次,105.6,6506,,D,通过X线摄影，对经口服、注射或灌肠方式引入对比剂后的消化道、鼻窦、泪道等各类腔道的形态及功能进行成像及分析（不含穿刺/插管）。
X线造影成像-全消化道造影（加收）,,012301010040001,次,52.8,6507,,D,通过X线摄影，对经口服、注射或灌肠方式引入对比剂后的全消化道的形态及功能进行成像及分析（不含穿刺/插管）。
X线造影成像-人工智能辅助诊断（扩展）,所定价格涵盖摆位、对比剂引入、观察、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010040100,次,105.6,6508,,D,通过X线摄影，对经口服、注射或灌肠方式引入对比剂后的消化道、鼻窦、泪道等各类腔道的形态及功能进行成像及分析（不含穿刺/插管）。
X线造影成像-泪道造影（扩展）,所定价格涵盖摆位、对比剂引入、观察、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010041100,次,105.6,6509,,D,通过X线摄影，对经口服、注射或灌肠方式引入对比剂后的泪道的形态及功能进行成像及分析（不含穿刺/插管）。
X线造影成像-T管造影（扩展）,所定价格涵盖摆位、对比剂引入、观察、成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301010041200,次,105.6,6510,,D,通过X线摄影，对经口服、注射或灌肠方式引入对比剂后的T管的形态及功能进行成像及分析（不含穿刺/插管）。
计算机体层成像（CT）平扫,所定价格涵盖摆位、扫描成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301020010000,部位,184.8,6511,超过三个部位按三个部位收费。,D,通过计算机体层成像（CT）平扫，实现患者检查部位的成像及分析。
计算机体层成像(CT)平扫-能量成像(加收),,012301020010001,次,44,6512,在同一次检查中，无论多少部位仅加收一次。,D,通过计算机体层成像（CT）平扫，实现患者检查部位的能量成像及分析。
计算机体层成像(CT)平扫-薄层扫描(加收),,012301020010011,次,44,6513,在同一次检查中，无论多少部位仅加收一次。,D,通过计算机体层成像（CT）平扫，实现患者检查部位的成像及薄层扫描分析。
计算机体层成像(CT)平扫-冠脉钙化积分(加收),,012301020010021,次,17.6,6514,,D,通过计算机体层成像（CT）平扫，进行实现患者检查部位的成像及冠脉钙化积分分析。
计算机体层成像(CT)平扫-人工智能辅助诊断（扩展）,所定价格涵盖摆位、扫描成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301020010100,部位,184.8,6515,,D,通过计算机体层成像（CT）平扫，实现患者检查部位的成像及分析。
计算机体层成像(CT)平扫-口腔颌面锥形束CT(CBCT)（扩展）,所定价格涵盖摆位、扫描成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源、设备运转成本消耗与基本物质资源消耗。,012301020011100,次,184.8,6516,,D,通过口腔颌面锥形束CT，实现患者检查部位的成像及分析。
计算机体层成像(CT)增强,所定价格涵盖摆位、对比剂注射、扫描成像、分析、出具报告、数字影像处理与上传存储（含数字方式）等步骤所需的人力资源和基本物质资源消耗。,012301020020000,部位,244,6517,1.同一部位平扫后立即行增强扫描的，增强扫描按50%收取；2.超过三个部位按三个部位收费。,D,通过计算机体层成像（CT）增强扫描，对使用对比剂后的检查部位进行成像及分析。
计算机体层成像(CT)增强-能量成像(加收),,012301020020001,次,44,6518,在同一次检查中，无论多少部位仅加收一次。,D,通过计算机体层成像（CT）增强扫描，对使用对比剂后的检查部位进行能量成像及分析。
计算机体层成像(CT)增强-薄层扫描(加收),,012301020020011,次,44,6519,在同一次检查中，无论多少部位仅加收一次。,D,通过计算机体层成像（CT）增强扫描，对使用对比剂后的检查部位进行成像及薄层扫描分析。
