结算项目名称,剂型名称,规格,首先自负比例,医疗项目编码,目录等级,药品名称,生产厂家
西药,片剂,按C18H19N3O5S计算0.25g,5.0%、10.0%、0.0%,8.69005E+13,乙类,头孢丙烯片,国药集团汕头金石制药有限公司（国药准字H20103103）
西药,控释片剂,30mg,0.0%、0.0%、0.0%,86900785000373-1,甲类,硝苯地平控释片,上海现代制药股份有限公司（国药准字H20000079）
中成药,注射剂,2ml:50mg,5.0%、10.0%、0.0%,8.6905E+13,乙类,正清风痛宁注射液,湖南正清制药集团股份有限公司（国药准字Z43020279）
中成药,片剂,每片重0.5g,5.0%、10.0%、0.0%,8.69049E+13,乙类,藤黄健骨片,湖南方盛制药股份有限公司（国药准字Z20090570）
中成药,颗粒剂,每袋装3g,0.0%、0.0%、0.0%,8.69056E+13,甲类,感冒清热颗粒,西双版纳版纳药业有限责任公司（国药准字Z53021355）
西药,片剂,300mg(以卡格列净无水物(C24H25FO5S)计),20.0%、30.0%,XA10BKK130A001020178537,乙类,卡格列净片,Janssen-Cilag International NV
西药,溶液剂,20ml,0.0%、0.0%、0.0%,8.69044E+13,甲类,开塞露,福元药业股份有限公司（国药准字H34022941）
西药,注射剂,100万IU（1.0ml）,5.0%、10.0%、0.0%,8.69001E+13,乙类,重组人干扰素α2b注射液,北京凯因科技股份有限公司（国药准字S20030031）
西药,片剂,0.1g,5.0%、10.0%、0.0%,8.69014E+13,乙类,拉米夫定片,葛兰素史克制药(苏州)有限公司（国药准字H20030581）
西药,注射剂,1mg（50KIU）,20.0%、30.0%、0.0%,8.6979E+13,乙类,注射用重组人凝血因子VIIa,丹麦诺和诺德公司（S20150026）
中成药,水蜜丸,----,0.0%、0.0%、0.0%,8.69015E+13,甲类,附子理中丸,江苏颐海药业有限责任公司（国药准字Z32021249）
西药,粉雾剂,18μg(以噻托铵计),5.0%、10.0%、0.0%,86901523000747-1,乙类,噻托溴铵粉雾剂,正大天晴药业集团股份有限公司（国药准字H20060454）
西药,注射剂,0.6g,5.0%、10.0%、0.0%,8.69044E+13,乙类,注射用阿莫西林钠克拉维酸钾,海南卫康制药(潜山)有限公司（国药准字H20059375）
西药,注射剂,500ml,5.0%、10.0%、0.0%,8.69022E+13,乙类,灭菌注射用水,四川科伦药业股份有限公司（国药准字H20044405）
中成药,片剂,每片重0.23g,100.0%、100.0%、100.0%,8.69003E+13,丙类,穿王消炎片,广东一力罗定制药有限公司（国药准字Z20025682）
西药,片剂,60mg,5.0%、10.0%、0.0%,8.69031E+13,乙类,曲克芦丁片,天方药业有限公司（国药准字H41024889）
西药,片剂,0.25g,0.0%、0.0%、0.0%,8.69045E+13,甲类,盐酸乙胺丁醇片,杭州民生药业有限公司（国药准字H33021602）
西药,胶囊剂,0.33g,100.0%、100.0%、0.0%,8.69015E+13,丙类,复合乳酸菌胶囊,江苏美通制药有限公司（国药准字H19980184）
中草药,,,0.0%、0.0%,31200834,甲类,椿皮,
中成药,片剂,每片重0.18g(含水飞蓟宾38.5mg),0.0%、0.0%、0.0%,8.69015E+13,甲类,益肝灵片,江苏中兴药业有限公司（国药准字Z32020090）
西药,注射剂,250ml:2.25g,0.0%、0.0%、0.0%,8.69041E+13,甲类,氯化钠注射液,贝朗医疗(山东)有限公司（国药准字H37021678）
西药,片剂,150mg,100.0%、100.0%、100.0%,8.69017E+13,丙类,厄多司坦片,扬子江药业集团有限公司
西药,颗粒剂,每袋1.0g:110mg铋,0.0%、0.0%、0.0%,8.69016E+13,甲类,枸橼酸铋钾颗粒,南京易亨制药有限公司（国药准字H20053466）
中成药,颗粒剂,每袋装4g,0.0%、0.0%、0.0%,8.69019E+13,甲类,小儿宝泰康颗粒,健民集团叶开泰国药(随州)有限公司
西药,胶囊剂,0.1g,5.0%、10.0%、0.0%,8.69041E+13,乙类,非诺贝特胶囊,辰欣药业股份有限公司
中成药,片剂,每片重4g,100.0%、100.0%、100.0%,8.69793E+13,丙类,金莲清热泡腾片,天津中盛海天制药有限公司（国药准字Z20103076）
西药,胶囊剂,0.15g,0.0%、0.0%,8.69008E+13,甲类,利福平胶囊,上海信谊
西药,胶囊剂,210mg,5.0%、10.0%、0.0%,8.69029E+13,乙类,双歧杆菌三联活菌肠溶胶囊,晋城海斯制药有限公司（国药准字S19993065）
西药,注射用无菌粉末,0.5g（按C19H19N3O5S计）,0.0%、0.0%,8.69027E+13,甲类,注射用苯唑西林钠,成都倍特药业有限公司
中成药,颗粒剂,10g,0.0%、0.0%、0.0%,8.6902E+13,甲类,金叶败毒颗粒,国药集团中联药业有限公司
西药,注射液,0.5ml：5000IU,5.0%、10.0%,8.69031E+13,乙类,低分子量肝素钠注射液,百正药业股份有限公司
西药,片剂,0.1g（按C18H20FN3O4计算）,0.0%、0.0%、0.0%,8.69001E+13,甲类,甲磺酸左氧氟沙星片,华润双鹤药业股份有限公司（国药准字H10980067）
中成药,胶囊剂,每粒装0.3g,5.0%、10.0%、0.0%,8.69025E+13,乙类,致康胶囊,西安千禾药业股份有限公司（国药准字Z20025043）
西药,片剂,5mg 按瑞舒伐他汀(C22H27FN3O6S)计,5.0%、10.0%、0.0%,86904658000750-1,乙类,瑞舒伐他汀钙片,浙江京新药业股份有限公司
中草药,,,0.0%、0.0%,31200260,甲类,六月雪,
西药,注射剂,0.5g*1支,0.0%、0.0%,8.69044E+13,甲类,注射用头孢唑林钠,安徽宏业药业有限公司
西药,散剂,10g,0.0%、0.0%,86901007000423-1,甲类,聚乙二醇4000散,重庆华森制药股份有限公司
西药,片剂,25mg（以多塞平计）,0.0%、0.0%、0.0%,8.69042E+13,甲类,盐酸多塞平片,仁和堂药业有限公司（国药准字H37020797）
中成药,水蜜丸,每10粒重1g,100.0%、100.0%、100.0%,8.69025E+13,丙类,金嗓清音丸,西安碑林药业股份有限公司（国药准字Z61020813）
中成药,软膏剂,每支装10克/盒,5.0%、10.0%、0.0%,8.69055E+13,乙类,肤痔清软膏,贵州绿太阳制药有限公司
中草药,,,0.0%、0.0%,31200356,甲类,过岗龙,
西药,片剂,10mg,5.0%、10.0%、0.0%,8.69058E+13,乙类,阿托伐他汀钙片,齐鲁制药（海南）有限公司
中成药,糖浆剂,每瓶装100ml,100.0%、100.0%、100.0%,8.69022E+13,丙类,止咳平喘糖浆,四川省通园制药有限公司
中成药,颗粒剂,每袋装5g,100.0%、100.0%、100.0%,8.69035E+13,丙类,解郁安神颗粒,吉林省鑫辉药业有限公司
西药,注射剂,60mg（以泮托拉唑计）,5.0%、10.0%、0.0%,8.69037E+13,乙类,注射用泮托拉唑钠,哈药集团三精加滨药业有限公司（国药准字H20083908）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.69049E+13,甲类,格列吡嗪片,康普药业股份有限公司
西药,注射剂,----,5.0%、10.0%、0.0%,8.69791E+13,乙类,复方甘草酸苷注射液,"Minophagen Pharmaceutical Co., Ltd. Zama Factory（H20130124）"
西药,片剂,0.25g（25万单位）,0.0%、0.0%、0.0%,8.69005E+13,甲类,阿奇霉素片,迪沙药业集团有限公司
西药,注射剂,20mg(以C17H19N3O3S计),5.0%、10.0%、0.0%,8.69014E+13,乙类,注射用艾司奥美拉唑钠,江苏奥赛康药业股份有限公司（国药准字H20174090）
西药,注射剂,10ml:2.5g,0.0%、0.0%、0.0%,8.6903E+13,甲类,硫酸镁注射液,上海锦帝九州药业(安阳)有限公司（国药准字H41023035）
西药,滴眼剂,0.488%（5ml:24.4mg，以左氧氟沙星计）,0.0%、0.0%、0.0%,8.69041E+13,甲类,盐酸左氧氟沙星滴眼液,山东博士伦福瑞达制药有限公司（国药准字H20120036）
中成药,颗粒剂,每袋装15克,100.0%、100.0%、100.0%,8.69059E+13,丙类,沙棘颗粒,甘肃天水岐黄药业有限责任公司（国药准字Z62020330）
西药,片剂,75mg,5.0%、10.0%、0.0%,8.69002E+13,乙类,厄贝沙坦片,扬子江药业集团北京海燕药业有限公司（国药准字H20100164）
西药,滴眼剂,5ml:50mg,5.0%、10.0%、0.0%,8.6979E+13,乙类,醋酸泼尼松龙滴眼液,Allergan Pharmaceuticals Ireland（H20130131）
西药,片剂,5mg,5.0%、10.0%、0.0%,8.69001E+13,乙类,盐酸贝那普利片,北京诺华制药有限公司（国药准字H20000292）
中成药,胶囊剂,每粒装0.45g,0.0%、0.0%、0.0%,8.69005E+13,甲类,正天胶囊,华润三九医药股份有限公司（国药准字Z20010142）
中成药,口服液,每支装10ml,100.0%、100.0%、100.0%,8.69042E+13,丙类,地牡宁神口服液,烟台巨先药业有限公司（国药准字B20020255）
中成药,煎膏,300毫升,100.0%、100.0%、100.0%,8.6979E+13,丙类,京都念慈菴蜜炼川贝枇杷膏,京都念慈庵总厂有限公司（ZC20160006）
中成药,糖衣片,每片相当总药材0.05g(糖衣),100.0%、100.0%、100.0%,8.69036E+13,丙类,牛黄消炎片,哈药集团三精制药四厂有限公司（国药准字Z23020142）
中成药,颗粒剂,每袋装9g(无蔗糖),100.0%、100.0%、100.0%,8.69024E+13,丙类,宫炎康颗粒,陕西白鹿制药股份有限公司（国药准字Z20043016）
中草药,,,0.0%、0.0%,31200638,甲类,穿山龙,
西药,注射剂,1.5g（按C6H14N2O2．HCl计）,5.0%、10.0%、100.0%,8.69042E+13,乙类,注射用盐酸赖氨酸,瑞阳制药有限公司（国药准字H20041611）
中成药,颗粒剂,每袋装9g,100.0%、100.0%、100.0%,8.69053E+13,丙类,复方杏香兔耳风颗粒,江西京通美联药业有限公司（国药准字Z36021938）
中成药,糖衣片,,0.0%、0.0%、0.0%,8.69004E+13,甲类,复方丹参片,广州白云山和记黄埔中药有限公司（国药准字Z44023372）
西药,胶囊剂,0.2g,5.0%、10.0%、0.0%,8.69018E+13,乙类,奥沙普秦肠溶胶囊,湖北百科亨迪药业有限公司（国药准字H19991133）
中成药,薄膜衣片,薄膜衣小片 每片重0.32g(相当于饮片0.6g),0.0%、0.0%、0.0%,8.69003E+13,甲类,复方丹参片,广东罗浮山国药股份有限公司
西药,片剂,0.63g,5.0%、10.0%、0.0%,8.69016E+13,乙类,复方α-酮酸片,南京白敬宇制药有限责任公司（国药准字H20103286）
中成药,胶囊剂,每粒装0.25克,100.0%、100.0%、100.0%,8.69034E+13,丙类,辛芳鼻炎胶囊,吉林道君药业股份有限公司（国药准字Z22022634）
医院制剂,,,10.0%、5.0%,c1300023,,神农散结饮,
西药,片剂,5mg,5.0%、10.0%、0.0%,8.69012E+13,乙类,盐酸二氧丙嗪片,丹东医创中药有限责任公司
中草药,,,0.0%、0.0%,31200802,甲类,紫石英,
中草药,,,0.0%、0.0%,31200110,,山药,
中成药,片剂,每片含盐酸小檗碱30mg,0.0%、0.0%、0.0%,8.69035E+13,甲类,复方黄连素片,钓鱼台医药集团吉林天强制药股份有限公司（国药准字Z22022812）
西药,片剂,0.5g,5.0%、10.0%、0.0%,8.69791E+13,乙类,盐酸二甲双胍缓释片,Bristol-Myers Squibb Company（国药准字J20120010）
西药,胶囊剂,10mg,0.0%、0.0%、0.0%,8.69023E+13,甲类,辛伐他汀胶囊,扬子江药业集团四川海蓉药业有限公司（国药准字H20000636）
西药,片剂,50mg,5.0%、10.0%、0.0%,8.69002E+13,乙类,双环醇片,北京协和药厂（国药准字H20051712）
西药,片剂,5mg,5.0%、10.0%、0.0%,8.69031E+13,乙类,利塞膦酸钠片,天方药业有限公司（国药准字H20051021）
中成药,浓缩丸,每8丸相当于原生药3克,0.0%、0.0%、0.0%,8.69031E+13,甲类,香砂六君丸,仲景宛西制药股份有限公司（国药准字Z41021828）
中成药,浓缩丸,每8丸相当于原药材3g,0.0%、0.0%、0.0%,8.69042E+13,甲类,逍遥丸,山东仙河药业有限公司（国药准字Z37021065）
中成药,大蜜丸,每丸重9g,0.0%、0.0%、0.0%,8.69002E+13,甲类,地榆槐角丸,北京同仁堂股份有限公司同仁堂制药厂（国药准字Z11020100）
西药,胶囊剂,50mg（以铋计）,0.0%、0.0%、0.0%,8.6903E+13,甲类,胶体果胶铋胶囊,上海迪冉郸城制药有限公司
西药,混悬剂,2%,5.0%、10.0%、0.0%,8.6902E+13,乙类,布洛芬混悬液,武汉人福药业有限责任公司（国药准字H10980022）
西药,片剂,50mg,0.0%、0.0%、0.0%,8.69012E+13,甲类,呋喃妥因肠溶片,丹东医创药业有限责任公司
西药,注射剂,500ml,0.0%、0.0%、0.0%,8.69041E+13,甲类,复方氯化钠注射液,山东齐都药业有限公司（国药准字H37020778）
西药,片剂,50mg,5.0%、10.0%、0.0%,8.6904E+13,乙类,利鲁唑片,鲁南贝特制药有限公司（国药准字H20056198）
西药,冻干粉针剂,0.1g,5.0%、10.0%、0.0%,8.69042E+13,乙类,注射用葛根素,瑞阳制药有限公司（国药准字H20010181）
中草药,,,0.0%、0.0%,31200182,甲类,山柰,
西药,片剂,2.5mg,0.0%、0.0%、0.0%,8.69009E+13,甲类,格列本脲片,天津太平洋制药有限公司（国药准字H12020790）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.69008E+13,甲类,马来酸依那普利片,上海现代制药股份有限公司（国药准字H31021937）
西药,乳膏剂,5%,100.0%、100.0%、100.0%,8.69058E+13,丙类,丁苯羟酸乳膏,海南三叶制药厂有限公司（国药准字H19980098）
西药,缓释胶囊,30mg,5.0%、10.0%、0.0%,8.69042E+13,乙类,长春胺缓释胶囊,烟台鲁银药业有限公司（国药准字H20000714）
西药,片剂,20mg（以苯丙哌林计）,5.0%、10.0%、0.0%,8.69032E+13,乙类,磷酸苯丙哌林片,上海全宇生物科技确山制药有限公司
西药,注射剂,4ml:40mg,5.0%、10.0%、0.0%,8.69046E+13,乙类,间苯三酚注射液,万邦德制药
西药,胶囊剂,按C16H19N3O5S计算0.5g,0.0%、0.0%、0.0%,8.69006E+13,甲类,阿莫西林胶囊,珠海联邦制药股份有限公司中山分公司（国药准字H20003263）
西药,注射剂,0.6g（C16H19N3O5S0.5g与C8H9NO5 0.1g）,5.0%、10.0%、0.0%,8.6905E+13,乙类,注射用阿莫西林钠克拉维酸钾,湖南科伦制药有限公司
西药,注射剂,2ml:50mg,0.0%、0.0%、0.0%,8.69029E+13,甲类,维生素B1注射液,山西太原药业有限公司（国药准字H14020293）
西药,注射剂,0.2ml:2500IU抗Xa,5.0%、10.0%、0.0%,8.69014E+13,乙类,达肝素钠注射液,常州千红生化制药股份有限公司
中成药,涂剂,150ml,5.0%、10.0%、0.0%,8.69041E+13,乙类,复方黄柏液涂剂,山东汉方制药有限公司（国药准字Z10950097）
西药,注射剂,30mg,5.0%、10.0%、0.0%,8.69017E+13,乙类,注射用环磷腺苷葡胺,无锡凯夫制药有限公司（国药准字H20050864）
西药,植入剂,3.6mg,5.0%、10.0%、0.0%,8.69014E+13,乙类,醋酸戈舍瑞林缓释植入剂,AstraZeneca UK Limited（国药准字J20160052）
中成药,胶囊剂,每粒装0.25g,5.0%、10.0%、0.0%,86902190000252-1,乙类,当飞利肝宁胶囊,四川美大康药业股份有限公司（国药准字Z51020085）
中成药,胶囊剂,每粒装0.25g,5.0%、10.0%、0.0%,8.69023E+13,乙类,加味天麻胶囊,清华德人西安幸福制药有限公司
西药,片剂,10mg,100.0%、100.0%、100.0%,8.69792E+13,丙类,乌苯美司片,国药集团川抗制药有限公司（国药准字H20090287）
西药,注射剂,1.2g,5.0%、10.0%、0.0%,86904152001222-1,乙类,注射用阿莫西林钠/克拉维酸钾,瑞阳制药有限公司
西药,注射剂,1.0g,5.0%、10.0%、0.0%,8.69058E+13,乙类,注射用异环磷酰胺,齐鲁制药(海南)有限公司（国药准字H20093079）
西药,滴眼剂,5g:50mg（1%）,100.0%、100.0%、100.0%,8.69805E+13,丙类,夫西地酸滴眼液,LEO Laboratories Ltd（H20171044）
中草药,,,0.0%、0.0%,31200246,甲类,毛诃子,
中成药,颗粒剂,20g,0.0%、0.0%、0.0%,8.69053E+13,甲类,排石颗粒,江西南昌济生制药厂
西药,注射剂,"2.5ml,250IU",5.0%、10.0%、0.0%,8.69021E+13,乙类,破伤风人免疫球蛋白,成都蓉生药业有限责任公司（国药准字S10880001）
中成药,片剂,0.25g/片,5.0%、10.0%、0.0%,8.6903E+13,乙类,冬凌草片,安阳路德药业有限责任公司
西药,片剂,25mg,0.0%、0.0%、0.0%,8.69042E+13,甲类,卡托普利片,山东新华制药股份有限公司（国药准字H37020331）
西药,散剂,"每包重14.75g（大袋葡萄糖11g,氯化钠1.75g;小袋氯化钾0.75g,碳酸氢钠1.25g）",0.0%、0.0%、0.0%,8.69001E+13,甲类,口服补液盐散（Ⅰ）,北京曙光药业有限责任公司（国药准字H11021321）
西药,片剂,复方,5.0%、10.0%、0.0%,8.69042E+13,乙类,复方苯硝那敏片,山东希力药业有限公司（国药准字H10930033）
西药,注射剂,50ml:0.1g（以左氧氟沙星计）,0.0%、0.0%、0.0%,8.69001E+13,甲类,甲磺酸左氧氟沙星注射液,华润双鹤药业股份有限公司（国药准字H20000355）
西药,注射液,250ml,100.0%、100.0%、100.0%,8.69016E+13,丙类,复方醋酸钠林格注射液,南京正大天晴制药有限公司
西药,注射剂,以C8H12N2.H3PO4.H2O计50mg,5.0%、10.0%、0.0%,8.69002E+13,乙类,注射用磷酸川芎嗪,悦康药业集团有限公司（国药准字H20041610）
西药,片剂,50mg,5.0%、10.0%、0.0%,86900811000063-1,乙类,盐酸伊托必利片,"Abbott Japan Co., Ltd（国药准字J20150063）"
中成药,合剂,每支装10ml,5.0%、10.0%、0.0%,86901453000244-1,乙类,蒲地蓝消炎口服液,济川药业集团有限公司（国药准字Z20030095）
西药,肠溶微丸胶囊,20mg,0.0%、0.0%、0.0%,86904744000084-7,甲类,奥美拉唑肠溶胶囊,浙江亚太药业股份有限公司
西药,片剂,50mg,5.0%、10.0%、0.0%,86903944000221-3,乙类,盐酸伊托必利分散片,迪沙药业集团有限公司
西药,胶囊剂,50mg,5.0%、10.0%、0.0%,8.6904E+13,乙类,利鲁唑胶囊,鲁南贝特制药有限公司（国药准字H20051886）
西药,注射剂,"每支1.0ml,含菌1.8×10^9 个",100.0%、100.0%、100.0%,8.69002E+13,丙类,铜绿假单胞菌注射液,北京万特尔生物制药有限公司（国药准字S20043022）
西药,注射剂,1.0g （亚胺培南无水物0.5g与西司他丁0.5g）,5.0%、10.0%、0.0%,8.69783E+13,乙类,注射用亚胺培南-西司他丁钠,JW PHARMACEUTICAL CORPORATION（H20160502）
西药,片剂,0．1g(以C7H8N4O2计),0.0%、0.0%、0.0%,8.69042E+13,甲类,茶碱缓释片,瑞阳制药有限公司
西药,口服溶液剂,100ml:67g,5.0%、10.0%、0.0%,8.69784E+13,乙类,乳果糖口服溶液,Fresenius Kabi Austria GmbH（H20170248）
西药,凝胶剂,5g：5mg(每支10克）,5.0%、10.0%,86904735001014-1,乙类,糠酸莫米松凝胶,浙江仙琚制药股份有限公司
西药,糖衣片,0.2g,5.0%、10.0%、0.0%,8.69011E+13,乙类,氨肽素片,辽宁丹生生物制药有限公司（国药准字H21022807）
西药,注射剂,3ml:300单位（笔芯）,5.0%、10.0%、0.0%,8.69071E+13,乙类,门冬胰岛素50注射液,丹麦诺和诺德公司（国药准字J20170033）
西药,片剂,0.4g（按乳酸菌素计）,100.0%、100.0%、100.0%,8.69037E+13,丙类,乳酸菌素片,哈药集团制药六厂（国药准字H19993935）
中成药,颗粒剂,每袋装12g,0.0%、0.0%、0.0%,8.69002E+13,甲类,感冒清热颗粒,北京同仁堂科技发展股份有限公司制药厂（国药准字Z11020361）
西药,片剂,5mg,0.0%、0.0%、0.0%,8.6979E+13,甲类,枸橼酸莫沙必利片,"Dainippon Sumitomo Pharma Co., Ltd.（国药准字J20110022）"
西药,片剂,0.25g,0.0%、0.0%、0.0%,8.69007E+13,甲类,盐酸二甲双胍片,上海信谊天平药业有限公司（国药准字H31020246）
西药,注射剂,1ml:0.5mg,0.0%、0.0%、0.0%,8.69032E+13,甲类,维生素B12注射液,遂成药业股份有限公司（国药准字H41021261）
西药,胶囊剂,20mg（以泮托拉唑计）,5.0%、10.0%、0.0%,8.69012E+13,乙类,泮托拉唑钠肠溶胶囊,辽宁康博士制药有限公司（国药准字H20080292）
西药,注射剂,20ml:5g,0.0%、0.0%、0.0%,8.69008E+13,甲类,盐酸精氨酸注射液,上海信谊金朱药业有限公司（国药准字H31021692）
